시군구,단지명,전용면적(㎡),거래금액(만원),층,건축년도,도로명
전북특별자치도 군산시 산북동,하나리움시티,59.9845,"11,500",8,2014,칠성7길 56
강원특별자치도 춘천시 신북읍 천전리,춘천해강,37.35,"6,200",11,1997,상천2길 52
전북특별자치도 전주시 덕진구 송천동2가,에코시티더샵,84.98,"51,000",14,2018,세병로 42
강원특별자치도 원주시 태장동,영진2,59.94,"6,950",13,1993,현충로 155
경상남도 함안군 가야읍 검암리,성진맨션,81.6,"11,900",10,1992,검암천남길 2
강원특별자치도 강릉시 홍제동,홍제푸르지오,105.715,"34,000",12,2005,홍제로71번길 1
전북특별자치도 익산시 부송동,부영(5차),48.938,"7,500",1,2001,하나로10길 97
경기도 부천시 소사구 송내동,중동역푸르지오2차,59.82,"56,000",10,2008,경인로117번길 27
경기도 남양주시 평내동,평내마을상록데시앙,69.5889,"34,300",2,2005,경춘로1286번길 35
경기도 파주시 와동동,가람마을11단지동문굿모닝힐(1368),59.922,"33,500",10,2010,가온로 256
경기도 파주시 와동동,가람마을4단지한양수자인,116.39,"41,500",14,2011,가람로 70
경기도 파주시 와동동,가람마을4단지한양수자인,116.39,"41,500",14,2011,가람로 70
충청남도 당진시 시곡동,우민늘사랑,59.94,"6,300",11,2007,서해로 6216
충청남도 당진시 시곡동,현대그린,44.457,"5,400",1,1996,서해로 6258-8
경상북도 예천군 호명읍 산합리,경북도청신도시호반베르디움1차,84.9868,"30,000",22,2017,행복로 215
전라남도 목포시 옥암동,근화옥암베아채,84.8534,"21,000",8,2014,남악1로52번길 83
경기도 파주시 금촌동,금촌주공7단지(1019-0),84.8,"29,700",6,2005,쇠재로 30
충청남도 당진시 순성면 봉소리,순성중명,49.99,"3,500",2,1994,순성로 453-30
경상북도 구미시 산동읍 인덕리,확장단지 우미린풀하우스,101.8064,"38,400",19,2016,신당인덕3로 1
경기도 평택시 진위면 견산리,청도,61.83,"6,500",5,1992,견산1길 3-5
충청남도 당진시 원당동,원당마을주공1단지,51.74,"10,200",1,2003,밤절로 103
경상북도 예천군 호명읍 산합리,동일스위트더파크,77.8424,"27,300",9,2019,행복로 177
전라남도 순천시 해룡면 신대리,중흥에스-클래스3단지,84.9968,"39,000",17,2014,신대로 96
전라남도 순천시 해룡면 신대리,중흥에스-클래스6단지메가타운,84.9793,"39,000",2,2015,좌야로 135
충청남도 당진시 원당동,당진청구,59.908,"6,200",6,1997,원당골길 31
충청남도 당진시 원당동,당진청구,59.908,"6,200",6,1997,원당골길 31
전라남도 순천시 해룡면 신대리,중흥에스-클래스6단지메가타운,106.9795,"51,900",11,2015,좌야로 135
전라남도 순천시 해룡면 신대리,중흥에듀힐스9단지,84.9684,"44,900",7,2019,좌야로 159-14
경기도 용인시 처인구 남사읍 완장리,e편한세상용인한숲시티4단지,84.658,"41,000",19,2018,한숲로 124
경상남도 창원시 의창구 중동,창원중동유니시티1단지,72.8848,"75,000",11,2019,중동로 34
경기도 안산시 단원구 선부동,군자주공15(고층),49.94,"26,500",1,1993,선부광장1로 81
충청남도 아산시 장존동,청솔,59.988,"10,200",13,2004,외암로 1247
경기도 평택시 진위면 견산리,서원,43.74,"5,000",4,1991,견산1길 3-4
충청남도 당진시 읍내동,정우,72.63,"7,500",4,1990,계성2길 90
충청남도 아산시 둔포면 석곡리,테크노밸리EGthe12단지,59.9805,"19,100",15,2015,아산밸리중앙로 58-5
전라남도 순천시 해룡면 상삼리,대광로제비앙,84.993,"36,500",7,2015,백연길 105-7
경상남도 김해시 구산동,동원,59.982,"12,500",3,2001,구산로5번길 57
경상남도 창원시 마산회원구 석전동,창원메트로시티석전,51.5654,"33,200",21,2019,석전남8길 40
경기도 이천시 증일동,이천역현대홈타운,114.79,"44,000",9,2005,구만리로 42
경기도 남양주시 와부읍 덕소리,우림루미아트,84.8742,"73,000",9,2005,덕소로 118-32
전라남도 목포시 산정동,신안비치3차,59.95,"8,300",12,1995,고하대로 641-11
충청남도 천안시 동남구 병천면 가전리,신한,42.54,"5,500",3,1997,충절로 1638
충청남도 계룡시 두마면 농소리,계룡대실 리슈빌,59.71,"21,000",3,2021,농소로 64
경기도 화성시 산척동,더레이크시티부영6단지,59.9912,"46,200",2,2018,동탄대로6길 84
경상남도 창원시 마산회원구 양덕동,경남아파트2동3동,59.48,"12,250",6,1992,양덕동17길 22
경상북도 구미시 고아읍 원호리,구미푸르지오센트럴파크,84.909,"41,400",18,2024,신원대로 7-60
경기도 고양시 일산동구 식사동,위시티일산자이4단지,210.2985,"88,000",5,2010,위시티4로 45
경기도 부천시 원미구 중동,은하마을(대우),134.67,"97,000",19,1993,석천로 216
충청남도 금산군 금산읍 중도리,낙원아파트,49.6526,"6,000",6,1999,약초로 20
경기도 안양시 동안구 호계동,샘마을대우,134.64,"120,000",13,1994,흥안대로223번길 47
충청남도 서산시 석남동,영진크로바,113.58,"15,750",9,1993,석남1로 12
충청북도 제천시 고암동,부강,58.928,"5,900",5,1988,고암로 88
경상남도 김해시 대청동,갑오마을7단지부영10차,59.1074,"11,000",10,2002,계동로 76-22
경기도 이천시 증포동,선경2,84.9,"25,000",18,1997,이섭대천로 1395
충청남도 논산시 강산동,부영,48.6,"8,600",5,1996,시민로307번길 28
충청북도 청주시 상당구 용담동,가좌마을용담이-편한세상,139.233,"42,200",11,2004,호미로 330
경기도 안성시 아양동,아양주공1,39.61,"8,500",6,1991,아양로 23
경상남도 창원시 마산회원구 회원동,회원주공,84.84,"15,000",6,2002,회원서11길 21
경상남도 창원시 성산구 남양동,피오르빌,49.51,"15,470",10,1995,대정로 84
충청북도 음성군 음성읍 읍내리,음성지평더웰,61.5573,"20,000",15,2012,설성공원길 23-7
충청남도 천안시 서북구 성정동,현대1,71.03,"16,200",9,1990,쌍용대로 301
충청북도 청주시 상당구 용담동,부영E그린,84.9916,"22,500",7,2003,호미로 317
경기도 안산시 단원구 신길동,삼익,84.96,"30,000",1,1998,새뿔길 55
경기도 이천시 송정동,증포지구대원칸타빌2차더테라스,84.9873,"40,900",11,2021,아리역로76번길 14
충청북도 제천시 장락동,제천미림청솔,49.77,"9,000",2,1995,청전대로 211
경기도 안성시 공도읍 진사리,우림,59.95,"13,500",11,1998,진사길 27
충청북도 청주시 상당구 용담동,부영E그린,84.9916,"22,500",7,2003,호미로 317
충청북도 진천군 광혜원면 광혜원리,산호2차,39.84,"5,400",2,2009,화랑5길 24-5
경기도 고양시 덕양구 신원동,신원마을5단지우림필유아파트,114.33,"65,500",18,2013,신원로 55
충청북도 청주시 청원구 내수읍 내수리,삼일,59.684,"7,400",9,1996,내수로 639
경기도 고양시 덕양구 신원동,삼송10단지동일스위트2차,66.0932,"57,000",15,2018,신원1로 70
경상북도 칠곡군 석적읍 남율리,칠곡남율효성해링턴플레이스1단지,59.9953,"13,500",10,2016,남율로9길 33
경상북도 칠곡군 석적읍 남율리,우방신천지,39.42,"6,200",11,2002,석적로 955-19
전라남도 광양시 마동,송보파인빌뷰1단지,84.6521,"13,700",8,2005,진등길 64
경기도 하남시 선동,미사강변리슈빌엔에이치에프,84.96,"90,000",4,2018,미사강변북로 25
경기도 오산시 원동,대우푸르지오,84.557,"26,500",7,2005,남부대로 411-15
경기도 김포시 양촌읍 양곡리,김포한강 신원 아침도시 고다니,84.98,"33,000",13,2010,양곡2로30번길 77
전라남도 광양시 광양읍 칠성리,주공칠성3,39.69,"1,700",4,1988,호북길 25
경기도 남양주시 화도읍 녹촌리,남양주녹촌두산위브,84.99,"20,500",4,2006,녹촌로 87-29
충청남도 서산시 성연면 일람리,서산금호어울림에듀퍼스트,74.9853,"20,600",6,2019,성연5로 92-7
경기도 화성시 목동,동탄금강펜테리움센트럴파크Ⅳ,84.9723,"58,000",7,2018,동탄순환대로20길 45
충청남도 천안시 서북구 백석동,천안백석3차IPARK,74.9785,"37,500",8,2017,한들3로 36-17
전라남도 광양시 광양읍 덕례리,세미존서희스타힐스,59.9889,"20,500",10,2023,무선2길 15
충청남도 서산시 지곡면 무장리,늘푸른오스카빌,84.9824,"10,700",11,2006,충의로 762-78
경상남도 김해시 내덕동,내덕 서희스타힐스 아파트,74.6002,"19,400",1,2016,금관대로 688
경기도 고양시 덕양구 행신동,햇빛주공23,49.96,"30,400",3,1996,화신로 105
충청남도 서산시 예천동,서산예천2지구중흥S-클래스더퍼스트,84.928,"43,500",4,2021,예천5로 32
전라남도 고흥군 고흥읍 남계리,고흥승원팰리체더퍼스트아파트,84.9959,"34,000",5,2022,고흥군청로 31
경기도 하남시 망월동,미사역호반써밋,99.888,"130,000",13,2019,미사강변한강로 270
충청북도 진천군 광혜원면 광혜원리,원림,59.52,"7,400",15,1992,화랑6길 15
경상북도 구미시 형곡동,대동빌라트,80.34,"11,000",2,1997,신시로8길 7-6
충청북도 제천시 청전동,현대,84.945,"17,000",9,1990,용두천로 235
충청북도 청주시 흥덕구 강내면 월곡리,흥덕칸타빌더뉴,59.9755,"26,048",4,2024,가로수로 640-47
경기도 평택시 용이동,평택용이금호어울림1단지,84.9936,"30,000",7,2015,현촌3길 21
경기도 평택시 용이동,용이반도유보라,84.8161,"30,000",1,2010,현신7길 43
충청남도 홍성군 홍성읍 오관리,세광엔리치타워,84.9595,"16,900",4,2006,충서로 1506
경기도 안산시 단원구 신길동,휴먼시아6단지,75.69,"38,000",10,2009,신길로 62
경기도 오산시 금암동,세교 센트럴파크,84.82,"37,500",10,2009,여계산로 60
경상북도 경산시 진량읍 북리,경산4차삼주봉황타운,59.62,"8,400",15,1998,봉황길 72
경상남도 창원시 성산구 안민동,안민동위드필하임,59.9746,"24,700",18,2019,안민로 49-6
경상남도 창원시 의창구 북면 감계리,창원감계힐스테이트2차,84.8572,"31,700",1,2017,감계로 341
전라남도 해남군 해남읍 수성리,해성,59.19,"3,900",5,1991,군청길 56
충청남도 당진시 송악읍 중흥리,당진송악경남아너스빌,59.966,"12,200",10,2021,중흥1길 50
충청북도 청주시 청원구 율량동,한울아파트301동,30.33,"5,500",4,1998,주성로96번길 12
경상남도 창원시 성산구 용호동,롯데1단지,82.53,"57,000",1,1988,용지로 229
경상북도 안동시 태화동,브라운스톤태화1단지,84.559,"29,500",2,2014,말구리길 50
전라남도 여수시 웅천동,웅천지웰1차(1블럭),84.96,"34,900",4,2010,예울마루로 30
경기도 여주시 현암동,e편한세상여주,84.4212,"26,000",5,2014,도예로 83-60
충청북도 청주시 상당구 방서동,우미린풀하우스,69.8386,"35,500",14,2020,동남로 15
충청북도 충주시 칠금동,부영아파트(2차),60,"12,300",14,1996,칠금중앙로 30
충청남도 공주시 금학동,금학e-편한세상,84.6866,"27,000",8,2008,우금티로 580
경상남도 창원시 성산구 성주동,한림푸르지오,84.9384,"46,900",19,2003,외리로34번길 13
경기도 고양시 일산서구 일산동,미주7,71.01,"17,500",4,1990,일청로65번길 28
경상북도 경산시 중산동,펜타힐즈푸르지오,72.3077,"39,000",12,2019,펜타힐즈2로 20
경상남도 창원시 진해구 장천동,창원한신휴플러스오션파크,84.4557,"37,400",20,2016,행암로 5
충청남도 아산시 음봉면 월랑리,아산더샵레이크시티2차,84.98,"23,300",5,2015,음봉로 515-38
충청남도 천안시 서북구 성성동,천안시티자이,59.9934,"36,900",26,2018,성성6로 21
경상남도 통영시 광도면 죽림리,신우희가로,66.556,"18,700",13,2014,죽림해안로 10
충청북도 청주시 흥덕구 복대동,복대두진하트리움,84.9314,"49,000",16,2015,죽천로 27
경기도 의왕시 포일동,인덕원동아에코빌,84.99,"70,300",20,2001,흥안대로456번길 125
경상북도 경산시 중산동,펜타힐즈더샵2차,77.968,"42,400",32,2018,펜타힐즈2로 40
경기도 부천시 원미구 중동,"위브더스테이트(801,802,803동)",84.98,"67,000",13,2006,신흥로 150-1
경상북도 경산시 하양읍 서사리,경산하양제일풍경채어바니티,74.9759,"29,000",29,2024,서사도리로 11
전라남도 목포시 석현동,목포석현서희스타힐스,74.878,"21,000",18,2021,영산로 719-29
경기도 고양시 덕양구 화정동,달빛(라이프)2,49.95,"26,700",8,1996,화중로 222
충청남도 천안시 서북구 성성동,천안레이크타운3차푸르지오,59.9767,"38,100",36,2020,성성6로 68
경기도 시흥시 신천동,신천코아루웰라움,77.6731,"42,800",11,2020,시흥대로 1124-17
경상남도 창원시 성산구 성주동,프리빌리지,134.9342,"54,100",13,2003,대암로 253
경기도 안양시 동안구 호계동,대림e-편한세상,84.846,"64,500",15,2003,경수대로 430
충청북도 청주시 상당구 용암동,청주동남파라곤아파트,84.9455,"42,700",8,2022,중고개로 56
경상남도 창원시 성산구 대원동,대동1차황토방,120.93,"26,500",7,1999,창원대로 548
경상남도 창원시 성산구 대원동,포레나대원,59.2572,"52,500",19,2018,창원천로 34
충청남도 천안시 동남구 다가동,활림3차크로바,59.94,"9,500",7,1995,다가12길 6
경기도 부천시 원미구 중동,은하마을(대우),134.67,"97,000",19,1993,석천로 216
경상남도 창원시 의창구 북면 무동리,창원무동STX칸1차,59.99,"17,000",13,2015,무동서로 76
경상남도 창원시 성산구 성주동,프리빌리지2차,84.9695,"43,500",8,2010,창원대로1209번길 22
경상남도 창원시 성산구 사파정동,성산반도유보라아이비파크,64.7713,"46,800",11,2022,비음로 191
경기도 고양시 일산서구 탄현동,"큰마을대림,현대아파트",163.43,"50,000",15,2001,일현로 140
충청남도 예산군 고덕면 대천리,삼미아파트,84.15,"10,500",2,1994,황금뜰로 199
충청북도 진천군 진천읍 성석리,지안스로가2단지,59.9898,"19,500",13,2022,대촌길 33-15
경상남도 김해시 신문동,더스카이시티제니스앤프라우,84.9432,"37,200",5,2025,장유로 500
경기도 용인시 기흥구 동백동,모아미래도2단지아파트,59.735,"42,400",14,2006,동백8로 126
전라남도 목포시 상동,호반리젠시빌,84.8842,"14,100",3,2002,영산로535번길 6
경상북도 경주시 현곡면 하구리,경주센트럴푸르지오,84.8725,"28,000",10,2019,용담로 548
경기도 화성시 능동,자연앤데시앙,59.52,"46,000",13,2008,동탄숲속로 68
경기도 시흥시 논곡동,목감한양수자인아파트,59.9297,"44,000",17,2016,수인로2421번길 89
경상북도 포항시 남구 오천읍 용덕리,제일신천지타운,59.94,"5,600",16,1993,해병로 241
경상북도 포항시 남구 오천읍 용덕리,제일신천지타운,59.94,"4,600",1,1993,해병로 241
경기도 고양시 일산서구 탄현동,탄현마을동신,84.981,"37,000",23,2000,산현로17번길 38
충청북도 청주시 흥덕구 오송읍 봉산리,오송역파라곤센트럴시티,59.8447,"34,500",23,2023,오송생명7로 151
전라남도 여수시 봉계동,아주타운,59.94,"6,750",1,1998,봉계대곡길 50
충청남도 천안시 서북구 성거읍 문덕리,하늘빛,59.35,"8,100",9,2003,소우문덕길 5
